Configured with email username  None , password  False
_sa_instance_state, endtime, id, intensity, negativity, news_id, rating, rating2, starttime, time_spent, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b370>","2021-09-21 03:24:23.586896","158","1","0","6","2.0","0.0","2021-09-21 03:23:48","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b460>","2021-09-21 04:38:18.946785","159","0","0","64","4.0","0.0","2021-09-21 04:37:58","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b550>","2021-09-21 04:51:54.828734","160","0","1","51","0.0","0.0","2021-09-21 04:51:54.828724","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b640>","2021-09-21 04:58:21.369535","161","0","1","51","4.5","0.0","2021-09-21 04:51:58","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b730>","2021-09-21 05:04:46.008095","162","0","0","64","3.0","0.0","2021-09-21 05:04:04","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b820>","2021-09-21 06:05:29.869771","163","1","0","3","4.0","0.0","2021-09-21 06:04:42","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7b910>","2021-09-21 06:46:06.492302","164","1","0","3","2.5","0.0","2021-09-21 06:45:55","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7ba00>","2021-09-21 07:07:13.353787","165","1","0","6","4.0","0.0","2021-09-21 07:02:10","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7baf0>","2021-09-21 07:07:54.830903","166","1","0","3","4.5","0.0","2021-09-21 07:06:23","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7bbe0>","2021-09-21 07:16:23.608361","167","0","0","4","5.0","0.0","2021-09-21 07:14:58","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7bcd0>","2021-09-21 07:18:08.901768","168","1","0","3","3.0","0.0","2021-09-21 07:16:52","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7bdc0>","2021-09-21 07:37:55.250874","169","0","0","26","4.0","0.0","2021-09-21 07:35:20","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7beb0>","2021-09-21 07:40:50.543984","170","0","0","59","2.5","0.0","2021-09-21 07:36:27","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b7bfa0>","2021-09-21 08:03:10.382474","171","0","1","9","3.5","0.0","2021-09-21 08:02:21","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b810d0>","2021-09-21 08:09:40.031553","172","1","0","6","2.0","0.0","2021-09-21 08:08:52","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b811c0>","2021-09-21 08:26:15.687829","173","1","0","6","1.0","0.0","2021-09-21 08:19:10","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b812b0>","2021-09-21 09:23:51.823619","174","1","0","3","3.0","0.0","2021-09-21 09:22:27","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b813a0>","2021-09-21 09:29:54.174881","175","0","0","90","3.5","0.0","2021-09-21 09:29:43","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81490>","2021-09-21 09:30:01.748964","176","0","0","70","0.0","0.0","2021-09-21 09:30:01.748950","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81580>","2021-09-21 09:54:03.267491","177","0","1","30","2.5","0.0","2021-09-21 09:53:00","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81670>","2021-09-21 10:28:41.146699","178","0","1","9","4.0","0.0","2021-09-21 09:58:55","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81760>","2021-09-21 10:57:16.367271","179","0","0","86","3.0","0.0","2021-09-21 10:56:56","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81850>","2021-09-21 11:24:53.552717","180","0","0","26","2.5","0.0","2021-09-21 11:24:40","None","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81940>","2021-09-21 12:19:36.953983","181","0","0","56","3.5","0.0","2021-09-21 12:14:37","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81a30>","2021-09-21 12:55:34.238715","182","0","0","64","5.0","0.0","2021-09-21 12:55:18","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81b20>","2021-09-21 14:27:21.507429","183","0","0","86","4.0","0.0","2021-09-21 14:26:43","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81c10>","2021-09-21 14:27:56.387107","184","0","1","51","4.0","0.0","2021-09-21 14:27:29","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81d00>","2021-09-21 15:05:10.724825","185","0","0","89","0.0","0.0","2021-09-21 15:05:10.724811","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81df0>","2021-09-21 16:16:05.708036","186","0","0","90","3.5","0.0","2021-09-21 16:15:03","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81ee0>","2021-09-21 16:15:05.577739","187","0","0","90","0.0","0.0","2021-09-21 16:15:05.577733","None","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b81fd0>","2021-09-21 16:15:09.336177","188","1","0","3","0.0","0.0","2021-09-21 16:15:09.336170","None","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86100>","2021-09-21 16:15:59.468315","189","1","0","6","0.0","0.0","2021-09-21 16:15:59.468304","None","8",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b861f0>","2021-09-21 19:35:16.977118","190","0","1","30","5.0","0.0","2021-09-21 19:34:51","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b862e0>","2021-09-22 05:45:52.729932","191","0","1","49","3.0","0.0","2021-09-22 05:45:49","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b863d0>","2021-09-22 06:12:04.223618","192","0","0","81","4.0","0.0","2021-09-22 06:11:46","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b864c0>","2021-09-22 06:18:56.966961","193","0","0","81","3.5","0.0","2021-09-22 06:18:21","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b865b0>","2021-09-22 06:43:42.051255","194","0","0","35","0.0","0.0","2021-09-22 06:43:42.051242","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b866a0>","2021-09-22 06:52:30.647519","195","0","0","26","0.0","0.0","2021-09-22 06:52:30.647507","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86790>","2021-09-22 07:03:37.691190","196","1","0","73","3.5","0.0","2021-09-22 07:02:24","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86880>","2021-09-22 07:10:29.664133","197","1","0","73","4.5","0.0","2021-09-22 07:08:41","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86970>","2021-09-22 07:18:29.854880","198","0","1","49","1.5","0.0","2021-09-22 07:18:07","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86a60>","2021-09-22 07:27:57.406559","199","0","0","35","1.0","0.0","2021-09-22 07:27:50","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86b50>","2021-09-22 07:47:44.656316","200","0","1","72","4.0","0.0","2021-09-22 07:43:56","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86c40>","2021-09-22 07:47:12.386797","201","1","0","73","4.0","0.0","2021-09-22 07:46:11","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86d30>","2021-09-22 07:49:52.599792","202","1","0","73","5.0","0.0","2021-09-22 07:48:51","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86e20>","2021-09-22 07:58:43.871172","203","0","1","58","3.5","0.0","2021-09-22 07:56:30","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b86f10>","2021-09-22 08:24:15.254748","204","0","0","74","4.5","0.0","2021-09-22 08:23:31","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b040>","2021-09-22 09:32:57.310864","205","1","0","5","4.0","0.0","2021-09-22 09:31:59","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b130>","2021-09-22 09:58:40.198373","206","0","0","26","3.5","0.0","2021-09-22 09:58:09","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b220>","2021-09-22 10:10:14.617631","207","0","0","11","0.5","0.0","2021-09-22 10:10:07","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b310>","2021-09-22 10:23:10.846521","208","0","0","25","4.5","0.0","2021-09-22 10:22:02","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b400>","2021-09-22 10:23:36.179854","209","0","0","81","4.0","0.0","2021-09-22 10:23:24","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b4f0>","2021-09-22 10:48:24.161305","210","1","0","5","2.5","0.0","2021-09-22 10:46:35","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b5e0>","2021-09-22 11:26:44.646876","211","0","1","72","3.0","0.0","2021-09-22 11:26:40","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b6d0>","2021-09-22 11:53:49.303946","212","0","1","49","0.0","0.0","2021-09-22 11:53:49.303931","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b7c0>","2021-09-22 11:55:02.485916","213","0","1","49","4.0","0.0","2021-09-22 11:54:52","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b8b0>","2021-09-22 13:01:48.934130","214","0","1","67","3.0","0.0","2021-09-22 13:01:42","None","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8b9a0>","2021-09-22 13:21:16.993460","215","0","0","94","3.0","0.0","2021-09-22 13:21:04","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8ba90>","2021-09-22 14:40:44.892935","216","0","0","89","2.5","0.0","2021-09-22 14:40:00","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8bb80>","2021-09-22 16:02:41.725410","217","0","0","78","3.5","0.0","2021-09-22 16:00:15","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8bc70>","2021-09-22 16:09:52.270815","218","0","0","30","5.0","0.0","2021-09-22 16:03:46","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8bd60>","2021-09-22 16:25:17.705100","219","0","0","20","3.5","0.0","2021-09-22 16:24:01","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8be50>","2021-09-22 16:45:46.515448","220","0","1","87","3.0","0.0","2021-09-22 16:38:08","None","31",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b8bf40>","2021-09-22 17:50:57.867466","221","0","0","74","2.5","0.0","2021-09-22 17:50:20","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90070>","2021-09-22 18:08:39.970422","222","0","1","49","5.0","0.0","None","None","22",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90130>","2021-09-22 21:40:23.821187","223","0","0","74","0.0","0.0","2021-09-22 21:40:23.821173","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90220>","2021-09-22 21:47:46.265227","224","1","0","5","4.5","0.0","2021-09-22 21:45:44","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90310>","2021-09-23 04:30:42.122435","225","0","2","27","4.0","0.0","2021-09-23 04:30:15","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90400>","2021-09-23 05:32:31.342149","226","0","0","4","4.0","0.0","2021-09-23 05:31:42","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b904f0>","2021-09-23 06:51:36.732130","227","0","0","16","0.0","0.0","2021-09-23 06:51:36.732114","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b905e0>","2021-09-23 06:53:08.429796","228","0","0","57","3.0","0.0","2021-09-23 06:52:43","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b906d0>","2021-09-23 07:04:53.327780","229","0","0","94","3.5","0.0","2021-09-23 07:04:47","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b907c0>","2021-09-23 07:10:42.702346","230","0","0","30","4.0","0.0","2021-09-23 07:08:47","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b908b0>","2021-09-23 07:10:17.172757","231","0","1","31","2.5","0.0","2021-09-23 07:09:48","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b909a0>","2021-09-23 07:11:11.315332","232","0","0","86","3.0","0.0","2021-09-23 07:10:54","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90a90>","2021-09-23 07:27:04.756492","233","0","0","92","2.0","0.0","2021-09-23 07:26:29","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90b80>","2021-09-23 07:28:43.913214","234","0","0","1","0.0","0.0","2021-09-23 07:28:43.913198","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90c70>","2021-09-23 07:28:45.669960","235","0","0","1","0.0","0.0","2021-09-23 07:28:45.669950","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90d60>","2021-09-23 07:29:14.150297","236","0","0","1","1.5","0.0","None","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90e20>","2021-09-23 07:47:26.508923","237","0","0","55","2.0","0.0","2021-09-23 07:43:44","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b90f10>","2021-09-23 08:08:11.978073","238","0","0","88","4.0","0.0","2021-09-23 07:54:01","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97040>","2021-09-23 08:45:22.069127","239","0","1","43","1.0","0.0","2021-09-23 08:44:52","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97130>","2021-09-23 08:49:25.877725","240","0","0","94","3.5","0.0","2021-09-23 08:46:21","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97220>","2021-09-23 08:52:51.925521","241","1","0","51","3.5","0.0","2021-09-23 08:52:43","None","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97310>","2021-09-23 09:14:21.701202","242","1","0","19","0.0","0.0","2021-09-23 09:14:21.701189","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97400>","2021-09-23 09:16:48.929930","243","0","0","48","2.0","0.0","2021-09-23 09:16:09","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b974f0>","2021-09-23 09:48:57.058575","244","0","0","68","3.5","0.0","2021-09-23 09:48:39","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b975e0>","2021-09-23 11:32:32.258020","245","0","0","5","4.0","0.0","2021-09-23 11:32:21","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b976d0>","2021-09-23 10:11:21.515924","246","0","1","9","2.0","0.0","2021-09-23 10:10:19","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b977c0>","2021-09-23 10:37:14.164305","247","1","0","29","3.5","0.0","2021-09-23 10:37:05","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b978b0>","2021-09-23 10:45:24.605235","248","0","0","1","2.0","0.0","2021-09-23 10:45:18","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b979a0>","2021-09-23 11:15:13.423685","249","0","2","54","2.5","0.0","2021-09-23 11:11:08","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97a90>","2021-09-23 11:23:24.718380","250","1","0","29","4.5","0.0","2021-09-23 11:19:24","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97b80>","2021-09-23 12:09:44.212955","251","0","1","47","3.5","0.0","2021-09-23 12:09:08","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97c70>","2021-09-23 13:05:02.579739","252","0","0","92","2.0","0.0","2021-09-23 13:04:03","None","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97d60>","2021-09-23 13:07:53.805815","253","0","0","30","4.0","0.0","2021-09-23 13:06:20","None","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97e50>","2021-09-23 13:44:07.871135","254","0","0","87","2.0","0.0","2021-09-23 13:44:05","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b97f40>","2021-09-23 15:24:24.153433","255","0","0","30","4.0","0.0","2021-09-23 15:21:12","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b070>","2021-09-23 15:25:00.140025","256","0","0","94","0.0","0.0","2021-09-23 15:25:00.140014","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b160>","2021-09-23 15:25:21.723595","257","0","0","82","0.0","0.0","2021-09-23 15:25:21.723589","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b250>","2021-09-23 15:25:39.516206","258","0","0","55","0.0","0.0","2021-09-23 15:25:39.516195","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b340>","2021-09-23 15:26:23.787988","259","0","0","85","3.5","0.0","2021-09-23 15:26:12","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b430>","2021-09-23 18:51:04.722827","260","0","0","83","2.0","0.0","2021-09-23 18:50:12","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b520>","2021-09-24 05:14:15.248684","261","0","0","18","3.5","0.0","2021-09-24 05:13:19","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b610>","2021-09-24 05:27:06.922862","262","2","0","14","5.0","0.0","2021-09-24 05:26:24","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b700>","2021-09-24 06:14:12.669751","263","0","0","88","3.5","0.0","2021-09-24 06:13:17","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b7f0>","2021-09-24 06:41:20.413021","264","0","0","18","0.0","0.0","2021-09-24 06:41:20.413008","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b8e0>","2021-09-24 06:46:57.656967","265","0","0","19","5.0","0.0","2021-09-24 06:41:52","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9b9d0>","2021-09-24 07:00:34.890698","266","0","0","88","2.5","0.0","2021-09-24 06:59:38","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9bac0>","2021-09-24 07:03:06.087241","267","0","0","69","0.0","0.0","2021-09-24 07:03:06.087231","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9bbb0>","2021-09-24 07:04:58.805192","268","0","1","31","2.5","0.0","2021-09-24 07:04:27","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9bca0>","2021-09-24 07:10:03.857519","269","1","2","2","4.0","0.0","2021-09-24 07:06:48","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9bd90>","2021-09-24 07:23:40.859990","270","0","0","15","2.5","0.0","2021-09-24 07:20:57","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9be80>","2021-09-24 07:31:58.283444","271","0","0","7","3.0","0.0","2021-09-24 07:31:30","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b9bf70>","2021-09-24 07:46:04.685361","272","0","0","15","2.0","0.0","2021-09-24 07:41:59","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba10a0>","2021-09-24 07:48:52.448452","273","0","1","27","1.0","0.0","2021-09-24 07:44:25","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1190>","2021-09-24 07:48:33.229857","274","0","0","11","4.0","0.0","2021-09-24 07:47:34","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1280>","2021-09-24 08:05:23.854689","275","0","0","68","4.0","0.0","2021-09-24 08:03:02","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1370>","2021-09-24 08:08:08.009018","276","0","0","34","1.0","0.0","2021-09-24 08:03:59","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1460>","2021-09-24 08:57:16.574778","277","0","0","7","4.0","0.0","2021-09-24 08:55:42","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1550>","2021-09-24 10:03:52.648012","278","0","0","68","2.0","0.0","None","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1610>","2021-09-24 10:09:33.529131","279","2","0","14","3.0","0.0","2021-09-24 10:09:25","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1700>","2021-09-24 11:13:34.947805","280","0","0","98","3.5","0.0","2021-09-24 11:12:52","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba17f0>","2021-09-24 12:45:13.071727","281","0","0","1","3.5","0.0","2021-09-24 12:41:26","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba18e0>","2021-09-24 12:46:05.075471","282","0","1","42","0.0","0.0","2021-09-24 12:46:05.075455","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba19d0>","2021-09-24 12:55:41.196970","283","0","1","30","2.0","0.0","2021-09-24 12:55:22","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1ac0>","2021-09-24 12:57:50.857151","284","0","0","91","4.0","0.0","2021-09-24 12:57:30","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1bb0>","2021-09-24 14:14:15.602261","285","0","0","13","3.0","0.0","2021-09-24 14:13:56","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1ca0>","2021-09-24 14:19:03.915779","286","0","0","68","4.0","0.0","2021-09-24 14:14:26","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1d90>","2021-09-24 15:03:58.438339","287","0","0","1","2.0","0.0","2021-09-24 15:02:59","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1e80>","2021-09-24 15:24:17.210271","288","0","0","33","4.5","0.0","2021-09-24 15:24:01","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba1f70>","2021-09-24 15:37:33.512443","289","0","0","56","4.0","0.0","2021-09-24 15:37:03","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba70a0>","2021-09-24 17:12:16.204040","290","0","0","78","5.0","0.0","2021-09-24 17:11:47","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7190>","2021-09-24 17:12:26.158828","291","0","0","68","0.0","0.0","2021-09-24 17:12:26.158808","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7280>","2021-09-24 19:53:18.109613","292","0","0","14","3.0","0.0","2021-09-24 19:51:03","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7370>","2021-09-24 21:10:22.633130","293","0","0","97","1.0","0.0","2021-09-24 21:10:06","None","53",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7460>","2021-09-24 23:55:41.206091","294","0","0","1","3.0","0.0","2021-09-24 23:47:03","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7550>","2021-09-25 02:32:17.027769","295","0","0","33","4.0","0.0","2021-09-25 02:31:30","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7640>","2021-09-25 05:16:22.367971","296","1","1","37","0.0","0.0","2021-09-25 05:16:22.367962","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7730>","2021-09-25 05:16:51.144656","297","1","1","37","4.5","0.0","2021-09-25 05:16:29","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7820>","2021-09-25 06:33:03.418683","298","0","0","25","4.5","0.0","2021-09-25 06:29:04","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7910>","2021-09-25 06:45:51.195744","299","0","0","42","4.0","0.0","2021-09-25 06:45:26","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7a00>","2021-09-25 07:01:46.842173","300","0","0","34","4.5","0.0","None","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7ac0>","2021-09-25 07:50:42.831866","301","1","0","55","4.5","0.0","2021-09-25 07:50:16","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7bb0>","2021-09-25 08:07:18.221255","302","0","0","42","4.0","0.0","2021-09-25 08:06:02","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7ca0>","2021-09-25 08:18:30.567700","303","0","0","27","2.0","0.0","2021-09-25 08:17:52","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7d90>","2021-09-25 08:23:16.181199","304","0","0","73","5.0","0.0","None","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7e50>","2021-09-25 09:20:19.172774","305","0","1","15","3.0","0.0","2021-09-25 09:17:10","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9ba7f40>","2021-09-25 10:10:06.217697","306","0","0","43","1.0","0.0","2021-09-25 10:09:16","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac070>","2021-09-25 10:49:03.825758","307","1","0","3","0.0","0.0","2021-09-25 10:49:03.825744","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac160>","2021-09-25 10:49:29.781266","308","0","1","1","0.0","0.0","2021-09-25 10:49:29.781255","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac250>","2021-09-25 10:49:33.600779","309","0","0","29","0.0","0.0","2021-09-25 10:49:33.600774","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac340>","2021-09-25 10:49:52.129670","310","0","1","23","3.0","0.0","2021-09-25 10:49:39","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac430>","2021-09-25 10:53:14.767124","311","0","2","57","3.0","0.0","2021-09-25 10:51:31","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac520>","2021-09-25 12:24:48.901072","312","0","0","14","3.0","0.0","2021-09-25 12:24:38","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac610>","2021-09-25 12:36:41.974863","313","0","0","72","3.0","0.0","2021-09-25 12:35:03","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac700>","2021-09-25 13:12:56.051292","314","1","0","54","4.0","0.0","2021-09-25 13:12:05","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac7f0>","2021-09-25 14:52:06.690573","315","1","0","54","4.0","0.0","2021-09-25 14:49:32","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac8e0>","2021-09-25 18:58:27.512290","316","1","0","66","3.5","0.0","2021-09-25 18:57:01","None","49",
